EQUIPE,RODADA,JOGADOR,POSIÇÃO,PONTUAÇÃO,CAPITÃO,TIME
Gigante de JF,RODADA 33,RICHARD,GOLEIRO,-4.20,NÃO,CEARÁ
Gigante de JF,RODADA 33,CALEGARI,LATERAL,5.80,NÃO,FLUMINENSE
Gigante de JF,RODADA 33,GUILHERME ARANA,LATERAL,12.60,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 33,LUCCAS CLARO,ZAGUEIRO,5.60,NÃO,FLUMINENSE
Gigante de JF,RODADA 33,JÚNIOR ALONSO,ZAGUEIRO,4.60,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 33,EDENÍLSON,MEIA,9.80,NÃO,INTERNACIONAL
Gigante de JF,RODADA 33,HYORAN,MEIA,6.70,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 33,VINA,MEIA,8.00,SIM,CEARÁ
Gigante de JF,RODADA 33,EDUARDO SASHA,ATACANTE,1.80,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 33,CANO,ATACANTE,1.50,NÃO,VASCO
Gigante de JF,RODADA 33,YURI ALBERTO,ATACANTE,-0.20,NÃO,INTERNACIONAL
Gigante de JF,RODADA 33,GUTO FERREIRA,TÉCNICO,2.41,NÃO,CEARÁ
Gigante de JF,RODADA 32,JEAN,GOLEIRO,23.20,NÃO,ATLÉTICO GOIANIENSE
Gigante de JF,RODADA 32,CALEGARI,LATERAL,5.40,NÃO,FLUMINENSE
Gigante de JF,RODADA 32,FÁBIO SANTOS,LATERAL,1.40,NÃO,CORINTHIANS
Gigante de JF,RODADA 32,LUCCAS CLARO,ZAGUEIRO,6.00,NÃO,FLUMINENSE
Gigante de JF,RODADA 32,LUAN PERES,ZAGUEIRO,0.70,NÃO,SANTOS
Gigante de JF,RODADA 32,CAZARES,MEIA,1.20,NÃO,CORINTHIANS
Gigante de JF,RODADA 32,EVERTON RIBEIRO,MEIA,0.80,NÃO,FLAMENGO
Gigante de JF,RODADA 32,HYORAN,MEIA,11.40,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 32,GUSTAVO MOSQUITO,ATACANTE,2.00,NÃO,CORINTHIANS
Gigante de JF,RODADA 32,LUCIANO,ATACANTE,6.50,NÃO,SÃO PAULO
Gigante de JF,RODADA 32,MARINHO,ATACANTE,30.20,SIM,SANTOS
Gigante de JF,RODADA 32,VAGNER MANCINI,TÉCNICO,1.11,NÃO,CORINTHIANS
Gigante de JF,RODADA 31,WEVERTON,GOLEIRO,3.10,NÃO,PALMEIRAS
Gigante de JF,RODADA 31,ISLA,LATERAL,4.30,NÃO,FLAMENGO
Gigante de JF,RODADA 31,FÁBIO SANTOS,LATERAL,5.80,NÃO,CORINTHIANS
Gigante de JF,RODADA 31,JEMERSON,ZAGUEIRO,6.60,NÃO,CORINTHIANS
Gigante de JF,RODADA 31,LÉO ORTIZ,ZAGUEIRO,3.50,NÃO,BRAGANTINO
Gigante de JF,RODADA 31,RAPHAEL VEIGA,MEIA,-1.00,NÃO,PALMEIRAS
Gigante de JF,RODADA 31,VINA,MEIA,25.40,NÃO,CEARÁ
Gigante de JF,RODADA 31,CAZARES,MEIA,7.70,NÃO,CORINTHIANS
Gigante de JF,RODADA 31,DIEGO SOUZA,ATACANTE,-0.10,NÃO,GRÊMIO
Gigante de JF,RODADA 31,CLAUDINHO,ATACANTE,46.40,SIM,BRAGANTINO
Gigante de JF,RODADA 31,LUIZ ADRIANO,ATACANTE,1.90,NÃO,PALMEIRAS
Gigante de JF,RODADA 31,VAGNER MANCINI,TÉCNICO,7.94,NÃO,CORINTHIANS
Gigante de JF,RODADA 30,VLADIMIR,GOLEIRO,1.80,NÃO,SANTOS
Gigante de JF,RODADA 30,SAMUEL XAVIER,LATERAL,0.80,NÃO,CEARÁ
Gigante de JF,RODADA 30,CALEGARI,LATERAL,7.40,NÃO,FLUMINENSE
Gigante de JF,RODADA 30,RÉVER,ZAGUEIRO,-0.20,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 30,VÍCTOR CUESTA,ZAGUEIRO,3.80,NÃO,INTERNACIONAL
Gigante de JF,RODADA 30,HYORAN,MEIA,12.80,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 30,DIEGO PITUCA,MEIA,8.60,NÃO,SANTOS
Gigante de JF,RODADA 30,VINA,MEIA,-0.30,NÃO,CEARÁ
Gigante de JF,RODADA 30,MARINHO,ATACANTE,24.40,SIM,SANTOS
Gigante de JF,RODADA 30,KAIO JORGE,ATACANTE,0.70,NÃO,SANTOS
Gigante de JF,RODADA 30,CANO,ATACANTE,3.80,NÃO,VASCO
Gigante de JF,RODADA 30,GLAUBER RAMOS,TÉCNICO,0.30,NÃO,GOIÁS
Gigante de JF,RODADA 29,JEAN,GOLEIRO,5.10,NÃO,ATLÉTICO GOIANIENSE
Gigante de JF,RODADA 29,GUILHERME ARANA,LATERAL,9.80,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 29,FILIPE LUÍS,LATERAL,-0.20,NÃO,FLAMENGO
Gigante de JF,RODADA 29,NATAN,ZAGUEIRO,0.00,NÃO,FLAMENGO
Gigante de JF,RODADA 29,DAVID BRAZ,ZAGUEIRO,0.00,NÃO,GRÊMIO
Gigante de JF,RODADA 29,GABRIEL SARA,MEIA,5.60,NÃO,SÃO PAULO
Gigante de JF,RODADA 29,EVERTON RIBEIRO,MEIA,2.20,NÃO,FLAMENGO
Gigante de JF,RODADA 29,THIAGO GALHARDO,MEIA,1.20,NÃO,INTERNACIONAL
Gigante de JF,RODADA 29,BRUNO HENRIQUE,ATACANTE,1.60,NÃO,FLAMENGO
Gigante de JF,RODADA 29,BRENNER,ATACANTE,9.60,SIM,SÃO PAULO
Gigante de JF,RODADA 29,VARGAS,ATACANTE,4.00,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 29,FERNANDO DINIZ,TÉCNICO,1.78,NÃO,SÃO PAULO
Gigante de JF,RODADA 28,WILSON,GOLEIRO,-0.50,NÃO,CORITIBA
Gigante de JF,RODADA 28,REINALDO,LATERAL,3.40,NÃO,SÃO PAULO
Gigante de JF,RODADA 28,FILIPE LUÍS,LATERAL,1.40,NÃO,FLAMENGO
Gigante de JF,RODADA 28,BRUNO ALVES,ZAGUEIRO,0.90,NÃO,SÃO PAULO
Gigante de JF,RODADA 28,KANNEMANN,ZAGUEIRO,2.90,NÃO,GRÊMIO
Gigante de JF,RODADA 28,ALISSON,MEIA,1.60,NÃO,GRÊMIO
Gigante de JF,RODADA 28,EVERTON RIBEIRO,MEIA,7.20,NÃO,FLAMENGO
Gigante de JF,RODADA 28,VINA,MEIA,2.40,NÃO,CEARÁ
Gigante de JF,RODADA 28,BRENNER,ATACANTE,-1.00,NÃO,SÃO PAULO
Gigante de JF,RODADA 28,GABRIEL,ATACANTE,2.90,NÃO,FLAMENGO
Gigante de JF,RODADA 28,PEPÊ,ATACANTE,4.60,SIM,GRÊMIO
Gigante de JF,RODADA 28,FERNANDO DINIZ,TÉCNICO,2.47,NÃO,SÃO PAULO
Gigante de JF,RODADA 27,JOHN VICTOR,GOLEIRO,5.50,NÃO,SANTOS
Gigante de JF,RODADA 27,VIÑA,LATERAL,8.40,NÃO,PALMEIRAS
Gigante de JF,RODADA 27,GUILHERME ARANA,LATERAL,9.90,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 27,RÉVER,ZAGUEIRO,7.70,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 27,GUSTAVO GÓMEZ,ZAGUEIRO,0.00,NÃO,PALMEIRAS
Gigante de JF,RODADA 27,CAZARES,MEIA,9.70,NÃO,CORINTHIANS
Gigante de JF,RODADA 27,EVERTON RIBEIRO,MEIA,5.00,NÃO,FLAMENGO
Gigante de JF,RODADA 27,GABRIEL SARA,MEIA,2.30,NÃO,SÃO PAULO
Gigante de JF,RODADA 27,MARINHO,ATACANTE,26.20,SIM,SANTOS
Gigante de JF,RODADA 27,PEDRO,ATACANTE,-2.60,NÃO,FLAMENGO
Gigante de JF,RODADA 27,VARGAS,ATACANTE,2.10,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 27,CUCA,TÉCNICO,3.97,NÃO,SANTOS
Gigante de JF,RODADA 26,CÁSSIO,GOLEIRO,1.40,NÃO,CORINTHIANS
Gigante de JF,RODADA 26,FÁBIO SANTOS,LATERAL,1.50,NÃO,CORINTHIANS
Gigante de JF,RODADA 26,FILIPE LUÍS,LATERAL,6.50,NÃO,FLAMENGO
Gigante de JF,RODADA 26,LÉO ORTIZ,ZAGUEIRO,0.70,NÃO,BRAGANTINO
Gigante de JF,RODADA 26,SABINO,ZAGUEIRO,-0.60,NÃO,CORITIBA
Gigante de JF,RODADA 26,EVERTON RIBEIRO,MEIA,-0.50,NÃO,FLAMENGO
Gigante de JF,RODADA 26,VINA,MEIA,6.70,NÃO,CEARÁ
Gigante de JF,RODADA 26,RAPHAEL VEIGA,MEIA,1.80,NÃO,PALMEIRAS
Gigante de JF,RODADA 26,CLAUDINHO,ATACANTE,6.50,NÃO,BRAGANTINO
Gigante de JF,RODADA 26,CANO,ATACANTE,0.30,NÃO,VASCO
Gigante de JF,RODADA 26,GABRIEL,ATACANTE,-9.80,SIM,FLAMENGO
Gigante de JF,RODADA 26,ABEL FERREIRA,TÉCNICO,1.37,NÃO,PALMEIRAS
Gigante de JF,RODADA 25,MARCELO LOMBA,GOLEIRO,-3.00,NÃO,INTERNACIONAL
Gigante de JF,RODADA 25,LÉO ORTIZ,ZAGUEIRO,2.90,NÃO,BRAGANTINO
Gigante de JF,RODADA 25,VÍCTOR CUESTA,ZAGUEIRO,0.90,NÃO,INTERNACIONAL
Gigante de JF,RODADA 25,GUSTAVO GÓMEZ,ZAGUEIRO,5.90,NÃO,PALMEIRAS
Gigante de JF,RODADA 25,EVERTON RIBEIRO,MEIA,1.60,NÃO,FLAMENGO
Gigante de JF,RODADA 25,RAPHAEL VEIGA,MEIA,14.20,NÃO,PALMEIRAS
Gigante de JF,RODADA 25,FERNANDO SOBRAL,MEIA,1.20,NÃO,CEARÁ
Gigante de JF,RODADA 25,PATRICK,MEIA,10.80,NÃO,INTERNACIONAL
Gigante de JF,RODADA 25,LUCIANO,ATACANTE,1.80,NÃO,SÃO PAULO
Gigante de JF,RODADA 25,CLAUDINHO,ATACANTE,7.70,NÃO,BRAGANTINO
Gigante de JF,RODADA 25,GABRIEL VERON,ATACANTE,0.00,SIM,PALMEIRAS
Gigante de JF,RODADA 25,ABEL FERREIRA,TÉCNICO,9.97,NÃO,PALMEIRAS
Gigante de JF,RODADA 24,JEAN,GOLEIRO,-2.30,NÃO,ATLÉTICO GOIANIENSE
Gigante de JF,RODADA 24,FILIPE LUÍS,LATERAL,5.80,NÃO,FLAMENGO
Gigante de JF,RODADA 24,CALEGARI,LATERAL,6.80,NÃO,FLUMINENSE
Gigante de JF,RODADA 24,DAVID BRAZ,ZAGUEIRO,6.80,NÃO,GRÊMIO
Gigante de JF,RODADA 24,BRUNO ALVES,ZAGUEIRO,7.70,NÃO,SÃO PAULO
Gigante de JF,RODADA 24,ARRASCAETA,MEIA,1.50,NÃO,FLAMENGO
Gigante de JF,RODADA 24,EVERTON RIBEIRO,MEIA,10.10,NÃO,FLAMENGO
Gigante de JF,RODADA 24,GABRIEL SARA,MEIA,3.00,NÃO,SÃO PAULO
Gigante de JF,RODADA 24,MARINHO,ATACANTE,13.60,NÃO,SANTOS
Gigante de JF,RODADA 24,LUCIANO,ATACANTE,24.00,SIM,SÃO PAULO
Gigante de JF,RODADA 24,PEPÊ,ATACANTE,9.00,NÃO,GRÊMIO
Gigante de JF,RODADA 24,FERNANDO DINIZ,TÉCNICO,4.93,NÃO,SÃO PAULO
Gigante de JF,RODADA 23,WEVERTON,GOLEIRO,8.00,NÃO,PALMEIRAS
Gigante de JF,RODADA 23,PARÁ,LATERAL,2.10,NÃO,SANTOS
Gigante de JF,RODADA 23,CALEGARI,LATERAL,14.50,NÃO,FLUMINENSE
Gigante de JF,RODADA 23,GUSTAVO GÓMEZ,ZAGUEIRO,6.30,NÃO,PALMEIRAS
Gigante de JF,RODADA 23,MIRANDA,ZAGUEIRO,-1.20,NÃO,VASCO
Gigante de JF,RODADA 23,NENÊ,MEIA,1.20,NÃO,FLUMINENSE
Gigante de JF,RODADA 23,ZÉ RAFAEL,MEIA,1.10,NÃO,PALMEIRAS
Gigante de JF,RODADA 23,THIAGO GALHARDO,MEIA,-2.40,NÃO,INTERNACIONAL
Gigante de JF,RODADA 23,MARINHO,ATACANTE,36.40,SIM,SANTOS
Gigante de JF,RODADA 23,BRENNER,ATACANTE,3.80,NÃO,SÃO PAULO
Gigante de JF,RODADA 23,CANO,ATACANTE,0.00,NÃO,VASCO
Gigante de JF,RODADA 23,ABEL FERREIRA,TÉCNICO,8.62,NÃO,PALMEIRAS
Gigante de JF,RODADA 22,WEVERTON,GOLEIRO,0.20,NÃO,PALMEIRAS
Gigante de JF,RODADA 22,REINALDO,LATERAL,2.50,NÃO,SÃO PAULO
Gigante de JF,RODADA 22,GUILHERME ARANA,LATERAL,1.50,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 22,BRUNO ALVES,ZAGUEIRO,4.50,NÃO,SÃO PAULO
Gigante de JF,RODADA 22,VÍCTOR CUESTA,ZAGUEIRO,3.20,NÃO,INTERNACIONAL
Gigante de JF,RODADA 22,EVERTON RIBEIRO,MEIA,5.70,NÃO,FLAMENGO
Gigante de JF,RODADA 22,THIAGO NEVES,MEIA,0.90,NÃO,SPORT
Gigante de JF,RODADA 22,GABRIEL SARA,MEIA,6.40,NÃO,SÃO PAULO
Gigante de JF,RODADA 22,LUIZ ADRIANO,ATACANTE,2.20,NÃO,PALMEIRAS
Gigante de JF,RODADA 22,BRENNER,ATACANTE,6.00,SIM,SÃO PAULO
Gigante de JF,RODADA 22,KENO,ATACANTE,9.70,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 22,ABEL FERREIRA,TÉCNICO,1.36,NÃO,PALMEIRAS
Gigante de JF,RODADA 21,WILSON,GOLEIRO,-4.30,NÃO,CORITIBA
Gigante de JF,RODADA 21,IAGO MAIDANA,ZAGUEIRO,1.10,NÃO,SPORT
Gigante de JF,RODADA 21,SABINO,ZAGUEIRO,-0.10,NÃO,CORITIBA
Gigante de JF,RODADA 21,DAVID BRAZ,ZAGUEIRO,1.00,NÃO,GRÊMIO
Gigante de JF,RODADA 21,THIAGO GALHARDO,MEIA,4.20,NÃO,INTERNACIONAL
Gigante de JF,RODADA 21,RAPHAEL VEIGA,MEIA,18.30,NÃO,PALMEIRAS
Gigante de JF,RODADA 21,GIOVANNI AUGUSTO,MEIA,4.50,NÃO,CORITIBA
Gigante de JF,RODADA 21,THIAGO NEVES,MEIA,-1.10,NÃO,SPORT
Gigante de JF,RODADA 21,PEPÊ,ATACANTE,8.70,NÃO,GRÊMIO
Gigante de JF,RODADA 21,MARINHO,ATACANTE,10.00,SIM,SANTOS
Gigante de JF,RODADA 21,BRENNER,ATACANTE,2.10,NÃO,SÃO PAULO
Gigante de JF,RODADA 21,JAIR VENTURA,TÉCNICO,1.72,NÃO,SPORT
Gigante de JF,RODADA 20,MARCELO LOMBA,GOLEIRO,-5.00,NÃO,INTERNACIONAL
Gigante de JF,RODADA 20,GUILHERME ARANA,LATERAL,7.40,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 20,REINALDO,LATERAL,0.40,NÃO,SÃO PAULO
Gigante de JF,RODADA 20,VÍCTOR CUESTA,ZAGUEIRO,0.60,NÃO,INTERNACIONAL
Gigante de JF,RODADA 20,DIEGO,ZAGUEIRO,0.40,NÃO,SÃO PAULO
Gigante de JF,RODADA 20,EVERTON RIBEIRO,MEIA,-0.30,NÃO,FLAMENGO
Gigante de JF,RODADA 20,PATRICK,MEIA,7.30,NÃO,INTERNACIONAL
Gigante de JF,RODADA 20,VINA,MEIA,0.00,NÃO,CEARÁ
Gigante de JF,RODADA 20,PEDRO,ATACANTE,3.10,NÃO,FLAMENGO
Gigante de JF,RODADA 20,KENO,ATACANTE,8.70,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 20,BRENNER,ATACANTE,25.40,SIM,SÃO PAULO
Gigante de JF,RODADA 20,FERNANDO DINIZ,TÉCNICO,4.38,NÃO,SÃO PAULO
Gigante de JF,RODADA 19,JOÃO PAULO,GOLEIRO,7.40,NÃO,SANTOS
Gigante de JF,RODADA 19,GUILHERME ARANA,LATERAL,1.30,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 19,FILIPE LUÍS,LATERAL,-1.10,NÃO,FLAMENGO
Gigante de JF,RODADA 19,DAVID BRAZ,ZAGUEIRO,12.50,NÃO,GRÊMIO
Gigante de JF,RODADA 19,LUCAS VERÍSSIMO,ZAGUEIRO,0.90,NÃO,SANTOS
Gigante de JF,RODADA 19,EVERTON RIBEIRO,MEIA,2.30,NÃO,FLAMENGO
Gigante de JF,RODADA 19,THIAGO NEVES,MEIA,8.80,NÃO,SPORT
Gigante de JF,RODADA 19,THIAGO GALHARDO,MEIA,-4.60,NÃO,INTERNACIONAL
Gigante de JF,RODADA 19,MARINHO,ATACANTE,28.60,SIM,SANTOS
Gigante de JF,RODADA 19,BRUNO HENRIQUE,ATACANTE,-0.60,NÃO,FLAMENGO
Gigante de JF,RODADA 19,PEDRO,ATACANTE,5.90,NÃO,FLAMENGO
Gigante de JF,RODADA 19,DOMÈNEC TORRENT,TÉCNICO,1.55,NÃO,FLAMENGO
Gigante de JF,RODADA 18,EVERSON,GOLEIRO,4.80,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 18,GUILHERME ARANA,LATERAL,6.80,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 18,FILIPE LUÍS,LATERAL,8.10,NÃO,FLAMENGO
Gigante de JF,RODADA 18,LÉO ORTIZ,ZAGUEIRO,6.50,NÃO,BRAGANTINO
Gigante de JF,RODADA 18,RÉVER,ZAGUEIRO,6.10,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 18,EVERTON RIBEIRO,MEIA,8.10,NÃO,FLAMENGO
Gigante de JF,RODADA 18,THIAGO GALHARDO,MEIA,8.00,NÃO,INTERNACIONAL
Gigante de JF,RODADA 18,NENÊ,MEIA,0.50,NÃO,FLUMINENSE
Gigante de JF,RODADA 18,KENO,ATACANTE,13.00,SIM,ATLÉTICO MINEIRO
Gigante de JF,RODADA 18,SAVARINO,ATACANTE,4.10,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 18,CLAUDINHO,ATACANTE,12.20,NÃO,BRAGANTINO
Gigante de JF,RODADA 18,GUTO FERREIRA,TÉCNICO,3.79,NÃO,CEARÁ
Gigante de JF,RODADA 17,MARCELO LOMBA,GOLEIRO,4.40,NÃO,INTERNACIONAL
Gigante de JF,RODADA 17,VICTOR LUIS,LATERAL,6.40,NÃO,BOTAFOGO
Gigante de JF,RODADA 17,REINALDO,LATERAL,5.50,NÃO,SÃO PAULO
Gigante de JF,RODADA 17,MARCELO BENEVENUTO,ZAGUEIRO,4.40,NÃO,BOTAFOGO
Gigante de JF,RODADA 17,VÍCTOR CUESTA,ZAGUEIRO,3.50,NÃO,INTERNACIONAL
Gigante de JF,RODADA 17,PATRICK,MEIA,2.60,NÃO,INTERNACIONAL
Gigante de JF,RODADA 17,NENÊ,MEIA,-0.20,NÃO,FLUMINENSE
Gigante de JF,RODADA 17,THIAGO GALHARDO,MEIA,33.00,SIM,INTERNACIONAL
Gigante de JF,RODADA 17,WELLINGTON PAULISTA,ATACANTE,0.90,NÃO,FORTALEZA
Gigante de JF,RODADA 17,LUCIANO,ATACANTE,2.70,NÃO,SÃO PAULO
Gigante de JF,RODADA 17,KENO,ATACANTE,7.40,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 17,ROGÉRIO CENI,TÉCNICO,7.49,NÃO,FORTALEZA
Gigante de JF,RODADA 16,JOÃO PAULO,GOLEIRO,-2.60,NÃO,SANTOS
Gigante de JF,RODADA 16,GUILHERME ARANA,LATERAL,10.70,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 16,RAMON,LATERAL,0.00,NÃO,FLAMENGO
Gigante de JF,RODADA 16,LUAN PERES,ZAGUEIRO,1.60,NÃO,SANTOS
Gigante de JF,RODADA 16,RÉVER,ZAGUEIRO,0.30,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 16,EVERTON RIBEIRO,MEIA,0.30,NÃO,FLAMENGO
Gigante de JF,RODADA 16,NATHAN,MEIA,4.00,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 16,THIAGO GALHARDO,MEIA,6.70,NÃO,INTERNACIONAL
Gigante de JF,RODADA 16,MATHEUS HENRIQUE,MEIA,0.00,NÃO,GRÊMIO
Gigante de JF,RODADA 16,KENO,ATACANTE,5.80,SIM,ATLÉTICO MINEIRO
Gigante de JF,RODADA 16,PEPÊ,ATACANTE,21.20,NÃO,GRÊMIO
Gigante de JF,RODADA 16,DOMÈNEC TORRENT,TÉCNICO,2.85,NÃO,FLAMENGO
Gigante de JF,RODADA 15,MARCELO LOMBA,GOLEIRO,5.00,NÃO,INTERNACIONAL
Gigante de JF,RODADA 15,CALEGARI,LATERAL,0.00,NÃO,FLUMINENSE
Gigante de JF,RODADA 15,GUILHERME ARANA,LATERAL,7.80,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 15,VÍCTOR CUESTA,ZAGUEIRO,1.20,NÃO,INTERNACIONAL
Gigante de JF,RODADA 15,RÉVER,ZAGUEIRO,6.50,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 15,NENÊ,MEIA,10.60,NÃO,FLUMINENSE
Gigante de JF,RODADA 15,THIAGO GALHARDO,MEIA,19.80,SIM,INTERNACIONAL
Gigante de JF,RODADA 15,PATRICK DE PAULA,MEIA,1.60,NÃO,PALMEIRAS
Gigante de JF,RODADA 15,KENO,ATACANTE,21.10,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 15,PEDRO,ATACANTE,0.40,NÃO,FLAMENGO
Gigante de JF,RODADA 15,FRED,ATACANTE,0.10,NÃO,FLUMINENSE
Gigante de JF,RODADA 15,JORGE SAMPAOLI,TÉCNICO,8.19,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 14,VANDERLEI,GOLEIRO,-2.50,NÃO,GRÊMIO
Gigante de JF,RODADA 14,REINALDO,LATERAL,3.50,NÃO,SÃO PAULO
Gigante de JF,RODADA 14,FILIPE LUÍS,LATERAL,5.40,NÃO,FLAMENGO
Gigante de JF,RODADA 14,DAVID BRAZ,ZAGUEIRO,10.40,NÃO,GRÊMIO
Gigante de JF,RODADA 14,NATAN,ZAGUEIRO,4.80,NÃO,FLAMENGO
Gigante de JF,RODADA 14,THIAGO GALHARDO,MEIA,19.20,NÃO,INTERNACIONAL
Gigante de JF,RODADA 14,GERSON,MEIA,2.70,NÃO,FLAMENGO
Gigante de JF,RODADA 14,NENÊ,MEIA,7.00,NÃO,FLUMINENSE
Gigante de JF,RODADA 14,KENO,ATACANTE,-1.80,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 14,PEPÊ,ATACANTE,7.90,NÃO,GRÊMIO
Gigante de JF,RODADA 14,PEDRO,ATACANTE,36.20,SIM,FLAMENGO
Gigante de JF,RODADA 14,JORGE SAMPAOLI,TÉCNICO,1.26,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 13,WEVERTON,GOLEIRO,5.30,NÃO,PALMEIRAS
Gigante de JF,RODADA 13,VIÑA,LATERAL,8.80,NÃO,PALMEIRAS
Gigante de JF,RODADA 13,OREJUELA,LATERAL,0.50,NÃO,GRÊMIO
Gigante de JF,RODADA 13,FELIPE MELO,ZAGUEIRO,1.00,NÃO,PALMEIRAS
Gigante de JF,RODADA 13,NATAN,ZAGUEIRO,6.30,NÃO,FLAMENGO
Gigante de JF,RODADA 13,THIAGO GALHARDO,MEIA,8.90,NÃO,INTERNACIONAL
Gigante de JF,RODADA 13,ALISSON,MEIA,2.20,NÃO,GRÊMIO
Gigante de JF,RODADA 13,GERSON,MEIA,1.30,NÃO,FLAMENGO
Gigante de JF,RODADA 13,PEPÊ,ATACANTE,12.80,NÃO,GRÊMIO
Gigante de JF,RODADA 13,KENO,ATACANTE,19.80,SIM,ATLÉTICO MINEIRO
Gigante de JF,RODADA 13,WELLINGTON PAULISTA,ATACANTE,1.10,NÃO,FORTALEZA
Gigante de JF,RODADA 13,ROGÉRIO CENI,TÉCNICO,3.90,NÃO,FORTALEZA
Gigante de JF,RODADA 12,FERNANDO MIGUEL,GOLEIRO,8.80,NÃO,VASCO
Gigante de JF,RODADA 12,MOISÉS,LATERAL,4.50,NÃO,INTERNACIONAL
Gigante de JF,RODADA 12,HENRIQUE,LATERAL,2.80,NÃO,VASCO
Gigante de JF,RODADA 12,RODRIGO MOLEDO,ZAGUEIRO,1.30,NÃO,INTERNACIONAL
Gigante de JF,RODADA 12,MIRANDA,ZAGUEIRO,0.70,NÃO,VASCO
Gigante de JF,RODADA 12,NENÊ,MEIA,10.40,SIM,FLUMINENSE
Gigante de JF,RODADA 12,NATHAN,MEIA,1.30,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 12,THIAGO GALHARDO,MEIA,9.90,NÃO,INTERNACIONAL
Gigante de JF,RODADA 12,BOSCHILIA,MEIA,4.90,NÃO,INTERNACIONAL
Gigante de JF,RODADA 12,KENO,ATACANTE,29.20,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 12,CANO,ATACANTE,2.80,NÃO,VASCO
Gigante de JF,RODADA 12,RAMON MENEZES,TÉCNICO,2.95,NÃO,VASCO
Gigante de JF,RODADA 11,FERNANDO MIGUEL,GOLEIRO,-2.50,NÃO,VASCO
Gigante de JF,RODADA 11,VICTOR LUIS,LATERAL,4.20,NÃO,BOTAFOGO
Gigante de JF,RODADA 11,CALEGARI,LATERAL,4.30,NÃO,FLUMINENSE
Gigante de JF,RODADA 11,IAGO MAIDANA,ZAGUEIRO,5.90,NÃO,SPORT
Gigante de JF,RODADA 11,RÉVER,ZAGUEIRO,0.90,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 11,ALISSON,MEIA,5.40,NÃO,GRÊMIO
Gigante de JF,RODADA 11,MATHEUS HENRIQUE,MEIA,0.90,NÃO,GRÊMIO
Gigante de JF,RODADA 11,CARLOS SÁNCHEZ,MEIA,4.20,NÃO,SANTOS
Gigante de JF,RODADA 11,WELLINGTON PAULISTA,ATACANTE,1.20,SIM,FORTALEZA
Gigante de JF,RODADA 11,MARINHO,ATACANTE,4.30,NÃO,SANTOS
Gigante de JF,RODADA 11,KENO,ATACANTE,26.60,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 11,ROGÉRIO CENI,TÉCNICO,4.57,NÃO,FORTALEZA
Gigante de JF,RODADA 10,PAULO VICTOR,GOLEIRO,0.00,NÃO,GRÊMIO
Gigante de JF,RODADA 10,VIÑA,LATERAL,0.20,NÃO,PALMEIRAS
Gigante de JF,RODADA 10,CALEGARI,LATERAL,5.20,NÃO,FLUMINENSE
Gigante de JF,RODADA 10,THIAGO HELENO,ZAGUEIRO,9.50,NÃO,ATHLÉTICO PARANAENSE
Gigante de JF,RODADA 10,JÚNIOR ALONSO,ZAGUEIRO,1.30,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 10,RODRIGUINHO,MEIA,3.00,SIM,BAHIA
Gigante de JF,RODADA 10,PATRICK DE PAULA,MEIA,0.00,NÃO,PALMEIRAS
