EQUIPE,RODADA,JOGADOR,POSIÇÃO,PONTUAÇÃO,CAPITÃO,TIME
Caio do Céu,RODADA 31,KANNEMANN,ZAGUEIRO,0.90,NÃO,GRÊMIO
Caio do Céu,RODADA 31,VINA,MEIA,25.40,NÃO,CEARÁ
Caio do Céu,RODADA 31,RAPHAEL VEIGA,MEIA,-1.00,NÃO,PALMEIRAS
Caio do Céu,RODADA 31,CAZARES,MEIA,7.70,NÃO,CORINTHIANS
Caio do Céu,RODADA 31,LUCIANO,ATACANTE,22.00,SIM,SÃO PAULO
Caio do Céu,RODADA 31,CLAUDINHO,ATACANTE,23.20,NÃO,BRAGANTINO
Caio do Céu,RODADA 31,GABRIEL,ATACANTE,2.30,NÃO,FLAMENGO
Caio do Céu,RODADA 31,RENATO GAÚCHO,TÉCNICO,0.73,NÃO,GRÊMIO
Caio do Céu,RODADA 30,VLADIMIR,GOLEIRO,1.80,NÃO,SANTOS
Caio do Céu,RODADA 30,FELIPE JONATAN,LATERAL,4.10,NÃO,SANTOS
Caio do Céu,RODADA 30,ISLA,LATERAL,6.50,NÃO,FLAMENGO
Caio do Céu,RODADA 30,LEANDRO CASTAN,ZAGUEIRO,-0.40,NÃO,VASCO
Caio do Céu,RODADA 30,VÍCTOR CUESTA,ZAGUEIRO,3.80,NÃO,INTERNACIONAL
Caio do Céu,RODADA 30,HYORAN,MEIA,12.80,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 30,PATRICK,MEIA,8.00,NÃO,INTERNACIONAL
Caio do Céu,RODADA 30,ARRASCAETA,MEIA,12.20,NÃO,FLAMENGO
Caio do Céu,RODADA 30,CANO,ATACANTE,3.80,NÃO,VASCO
Caio do Céu,RODADA 30,KENO,ATACANTE,4.40,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 30,MARINHO,ATACANTE,24.40,SIM,SANTOS
Caio do Céu,RODADA 30,CUCA,TÉCNICO,5.25,NÃO,SANTOS
Caio do Céu,RODADA 29,TIAGO VOLPI,GOLEIRO,1.60,NÃO,SÃO PAULO
Caio do Céu,RODADA 29,REINALDO,LATERAL,2.10,NÃO,SÃO PAULO
Caio do Céu,RODADA 29,FILIPE LUÍS,LATERAL,-0.20,NÃO,FLAMENGO
Caio do Céu,RODADA 29,LEANDRO CASTAN,ZAGUEIRO,4.90,NÃO,VASCO
Caio do Céu,RODADA 29,ARBOLEDA,ZAGUEIRO,2.10,NÃO,SÃO PAULO
Caio do Céu,RODADA 29,DANIEL ALVES,MEIA,1.40,NÃO,SÃO PAULO
Caio do Céu,RODADA 29,THIAGO GALHARDO,MEIA,1.20,NÃO,INTERNACIONAL
Caio do Céu,RODADA 29,GABRIEL SARA,MEIA,5.60,NÃO,SÃO PAULO
Caio do Céu,RODADA 29,BRUNO HENRIQUE,ATACANTE,3.20,SIM,FLAMENGO
Caio do Céu,RODADA 29,CANO,ATACANTE,7.60,NÃO,VASCO
Caio do Céu,RODADA 29,BRENNER,ATACANTE,4.80,NÃO,SÃO PAULO
Caio do Céu,RODADA 29,FERNANDO DINIZ,TÉCNICO,1.78,NÃO,SÃO PAULO
Caio do Céu,RODADA 28,VANDERLEI,GOLEIRO,-4.70,NÃO,GRÊMIO
Caio do Céu,RODADA 28,DIOGO BARBOSA,LATERAL,11.60,NÃO,GRÊMIO
Caio do Céu,RODADA 28,ISLA,LATERAL,3.50,NÃO,FLAMENGO
Caio do Céu,RODADA 28,RODRIGUES,ZAGUEIRO,3.20,NÃO,GRÊMIO
Caio do Céu,RODADA 28,KANNEMANN,ZAGUEIRO,2.90,NÃO,GRÊMIO
Caio do Céu,RODADA 28,ALISSON,MEIA,1.60,NÃO,GRÊMIO
Caio do Céu,RODADA 28,JEAN PYERRE,MEIA,-0.50,NÃO,GRÊMIO
Caio do Céu,RODADA 28,MATHEUS HENRIQUE,MEIA,0.90,NÃO,GRÊMIO
Caio do Céu,RODADA 28,BRUNO HENRIQUE,ATACANTE,1.40,NÃO,FLAMENGO
Caio do Céu,RODADA 28,DIEGO SOUZA,ATACANTE,20.40,SIM,GRÊMIO
Caio do Céu,RODADA 28,PEPÊ,ATACANTE,2.30,NÃO,GRÊMIO
Caio do Céu,RODADA 28,RENATO GAÚCHO,TÉCNICO,4.02,NÃO,GRÊMIO
Caio do Céu,RODADA 27,WEVERTON,GOLEIRO,7.60,NÃO,PALMEIRAS
Caio do Céu,RODADA 27,FELIPE JONATAN,LATERAL,3.00,NÃO,SANTOS
Caio do Céu,RODADA 27,GUILHERME ARANA,LATERAL,9.90,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 27,GUSTAVO GÓMEZ,ZAGUEIRO,0.00,NÃO,PALMEIRAS
Caio do Céu,RODADA 27,RÉVER,ZAGUEIRO,7.70,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 27,EVERTON RIBEIRO,MEIA,5.00,NÃO,FLAMENGO
Caio do Céu,RODADA 27,THIAGO GALHARDO,MEIA,11.30,NÃO,INTERNACIONAL
Caio do Céu,RODADA 27,DANIEL ALVES,MEIA,3.90,NÃO,SÃO PAULO
Caio do Céu,RODADA 27,RENATO KAYZER,ATACANTE,-0.60,NÃO,ATHLÉTICO PARANAENSE
Caio do Céu,RODADA 27,VARGAS,ATACANTE,2.10,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 27,MARINHO,ATACANTE,26.20,SIM,SANTOS
Caio do Céu,RODADA 27,ABEL FERREIRA,TÉCNICO,5.03,NÃO,PALMEIRAS
Caio do Céu,RODADA 26,DIEGO ALVES,GOLEIRO,5.90,NÃO,FLAMENGO
Caio do Céu,RODADA 26,FILIPE LUÍS,LATERAL,6.50,NÃO,FLAMENGO
Caio do Céu,RODADA 26,ISLA,LATERAL,10.20,NÃO,FLAMENGO
Caio do Céu,RODADA 26,SABINO,ZAGUEIRO,-0.60,NÃO,CORITIBA
Caio do Céu,RODADA 26,RODRIGO CAIO,ZAGUEIRO,2.90,NÃO,FLAMENGO
Caio do Céu,RODADA 26,ARRASCAETA,MEIA,5.90,NÃO,FLAMENGO
Caio do Céu,RODADA 26,EVERTON RIBEIRO,MEIA,-0.50,NÃO,FLAMENGO
Caio do Céu,RODADA 26,GERSON,MEIA,2.00,NÃO,FLAMENGO
Caio do Céu,RODADA 26,BRUNO HENRIQUE,ATACANTE,17.30,NÃO,FLAMENGO
Caio do Céu,RODADA 26,CLAUDINHO,ATACANTE,6.50,NÃO,BRAGANTINO
Caio do Céu,RODADA 26,GABRIEL,ATACANTE,-9.80,SIM,FLAMENGO
Caio do Céu,RODADA 26,ROGÉRIO CENI,TÉCNICO,6.64,NÃO,FLAMENGO
Caio do Céu,RODADA 25,MARCELO LOMBA,GOLEIRO,-3.00,NÃO,INTERNACIONAL
Caio do Céu,RODADA 25,VIÑA,LATERAL,6.40,NÃO,PALMEIRAS
Caio do Céu,RODADA 25,OREJUELA,LATERAL,5.70,NÃO,GRÊMIO
Caio do Céu,RODADA 25,ARBOLEDA,ZAGUEIRO,1.70,NÃO,SÃO PAULO
Caio do Céu,RODADA 25,VÍCTOR CUESTA,ZAGUEIRO,0.90,NÃO,INTERNACIONAL
Caio do Céu,RODADA 25,EVERTON RIBEIRO,MEIA,1.60,NÃO,FLAMENGO
Caio do Céu,RODADA 25,THIAGO GALHARDO,MEIA,1.70,NÃO,INTERNACIONAL
Caio do Céu,RODADA 25,RAPHAEL VEIGA,MEIA,14.20,NÃO,PALMEIRAS
Caio do Céu,RODADA 25,CANO,ATACANTE,12.60,NÃO,VASCO
Caio do Céu,RODADA 25,BRUNO HENRIQUE,ATACANTE,5.40,NÃO,FLAMENGO
Caio do Céu,RODADA 25,LUCIANO,ATACANTE,3.60,SIM,SÃO PAULO
Caio do Céu,RODADA 25,ABEL FERREIRA,TÉCNICO,9.97,NÃO,PALMEIRAS
Caio do Céu,RODADA 24,JOHN VICTOR,GOLEIRO,-0.20,NÃO,SANTOS
Caio do Céu,RODADA 24,REINALDO,LATERAL,5.60,NÃO,SÃO PAULO
Caio do Céu,RODADA 24,GUILHERME ARANA,LATERAL,2.60,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 24,DAVID BRAZ,ZAGUEIRO,6.80,NÃO,GRÊMIO
Caio do Céu,RODADA 24,SABINO,ZAGUEIRO,7.20,NÃO,CORITIBA
Caio do Céu,RODADA 24,DANIEL ALVES,MEIA,5.60,NÃO,SÃO PAULO
Caio do Céu,RODADA 24,EVERTON RIBEIRO,MEIA,10.10,NÃO,FLAMENGO
Caio do Céu,RODADA 24,NENÊ,MEIA,6.70,NÃO,FLUMINENSE
Caio do Céu,RODADA 24,KENO,ATACANTE,6.30,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 24,BRENNER,ATACANTE,1.00,NÃO,SÃO PAULO
Caio do Céu,RODADA 24,PEPÊ,ATACANTE,18.00,SIM,GRÊMIO
Caio do Céu,RODADA 24,RENATO GAÚCHO,TÉCNICO,8.70,NÃO,GRÊMIO
Caio do Céu,RODADA 23,MARCELO LOMBA,GOLEIRO,4.60,NÃO,INTERNACIONAL
Caio do Céu,RODADA 23,FELIPE JONATAN,LATERAL,-0.90,NÃO,SANTOS
Caio do Céu,RODADA 23,CALEGARI,LATERAL,14.50,NÃO,FLUMINENSE
Caio do Céu,RODADA 23,LUCAS VERÍSSIMO,ZAGUEIRO,4.30,NÃO,SANTOS
Caio do Céu,RODADA 23,GUSTAVO GÓMEZ,ZAGUEIRO,6.30,NÃO,PALMEIRAS
Caio do Céu,RODADA 23,NENÊ,MEIA,1.20,NÃO,FLUMINENSE
Caio do Céu,RODADA 23,ZÉ RAFAEL,MEIA,1.10,NÃO,PALMEIRAS
Caio do Céu,RODADA 23,GABRIEL SARA,MEIA,-1.30,NÃO,SÃO PAULO
Caio do Céu,RODADA 23,CANO,ATACANTE,0.00,SIM,VASCO
Caio do Céu,RODADA 23,RONY,ATACANTE,17.20,NÃO,PALMEIRAS
Caio do Céu,RODADA 23,MARINHO,ATACANTE,18.20,NÃO,SANTOS
Caio do Céu,RODADA 23,CUCA,TÉCNICO,4.37,NÃO,SANTOS
Caio do Céu,RODADA 22,TADEU,GOLEIRO,9.30,NÃO,GOIÁS
Caio do Céu,RODADA 22,REINALDO,LATERAL,2.50,NÃO,SÃO PAULO
Caio do Céu,RODADA 22,ISLA,LATERAL,5.30,NÃO,FLAMENGO
Caio do Céu,RODADA 22,BRUNO ALVES,ZAGUEIRO,4.50,NÃO,SÃO PAULO
Caio do Céu,RODADA 22,IAGO MAIDANA,ZAGUEIRO,1.00,NÃO,SPORT
Caio do Céu,RODADA 22,THIAGO NEVES,MEIA,0.90,NÃO,SPORT
Caio do Céu,RODADA 22,VINA,MEIA,0.90,NÃO,CEARÁ
Caio do Céu,RODADA 22,ARRASCAETA,MEIA,15.80,NÃO,FLAMENGO
Caio do Céu,RODADA 22,KENO,ATACANTE,9.70,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 22,RENATO KAYZER,ATACANTE,-0.70,NÃO,ATHLÉTICO PARANAENSE
Caio do Céu,RODADA 22,BRENNER,ATACANTE,6.00,SIM,SÃO PAULO
Caio do Céu,RODADA 22,FERNANDO DINIZ,TÉCNICO,3.09,NÃO,SÃO PAULO
Caio do Céu,RODADA 21,WILSON,GOLEIRO,-4.30,NÃO,CORITIBA
Caio do Céu,RODADA 21,FAGNER,LATERAL,1.10,NÃO,CORINTHIANS
Caio do Céu,RODADA 21,VICTOR LUIS,LATERAL,6.20,NÃO,BOTAFOGO
Caio do Céu,RODADA 21,SABINO,ZAGUEIRO,-0.10,NÃO,CORITIBA
Caio do Céu,RODADA 21,DAVID BRAZ,ZAGUEIRO,1.00,NÃO,GRÊMIO
Caio do Céu,RODADA 21,ARRASCAETA,MEIA,1.60,NÃO,FLAMENGO
Caio do Céu,RODADA 21,RAPHAEL VEIGA,MEIA,18.30,NÃO,PALMEIRAS
Caio do Céu,RODADA 21,THIAGO NEVES,MEIA,-1.10,NÃO,SPORT
Caio do Céu,RODADA 21,MARINHO,ATACANTE,10.00,SIM,SANTOS
Caio do Céu,RODADA 21,GABRIEL,ATACANTE,0.70,NÃO,FLAMENGO
Caio do Céu,RODADA 21,BRENNER,ATACANTE,2.10,NÃO,SÃO PAULO
Caio do Céu,RODADA 21,ABEL FERREIRA,TÉCNICO,5.43,NÃO,PALMEIRAS
Caio do Céu,RODADA 20,FERNANDO PRASS,GOLEIRO,4.90,NÃO,CEARÁ
Caio do Céu,RODADA 20,ISLA,LATERAL,1.10,NÃO,FLAMENGO
Caio do Céu,RODADA 20,REINALDO,LATERAL,0.40,NÃO,SÃO PAULO
Caio do Céu,RODADA 20,BRUNO ALVES,ZAGUEIRO,2.20,NÃO,SÃO PAULO
Caio do Céu,RODADA 20,VÍCTOR CUESTA,ZAGUEIRO,0.60,NÃO,INTERNACIONAL
Caio do Céu,RODADA 20,VINA,MEIA,0.00,NÃO,CEARÁ
Caio do Céu,RODADA 20,PATRICK,MEIA,7.30,NÃO,INTERNACIONAL
Caio do Céu,RODADA 20,EVERTON RIBEIRO,MEIA,-0.30,NÃO,FLAMENGO
Caio do Céu,RODADA 20,LUIZ ADRIANO,ATACANTE,3.80,NÃO,PALMEIRAS
Caio do Céu,RODADA 20,BRENNER,ATACANTE,12.70,NÃO,SÃO PAULO
Caio do Céu,RODADA 20,PEDRO,ATACANTE,6.20,SIM,FLAMENGO
Caio do Céu,RODADA 20,EDUARDO COUDET,TÉCNICO,3.11,NÃO,
Caio do Céu,RODADA 19,MARCELO LOMBA,GOLEIRO,-2.40,NÃO,INTERNACIONAL
Caio do Céu,RODADA 19,OREJUELA,LATERAL,12.30,NÃO,GRÊMIO
Caio do Céu,RODADA 19,FELIPE JONATAN,LATERAL,2.80,NÃO,SANTOS
Caio do Céu,RODADA 19,DAVID BRAZ,ZAGUEIRO,12.50,NÃO,GRÊMIO
Caio do Céu,RODADA 19,SABINO,ZAGUEIRO,8.80,NÃO,CORITIBA
Caio do Céu,RODADA 19,THIAGO GALHARDO,MEIA,-4.60,NÃO,INTERNACIONAL
Caio do Céu,RODADA 19,EVERTON RIBEIRO,MEIA,2.30,NÃO,FLAMENGO
Caio do Céu,RODADA 19,EDENÍLSON,MEIA,0.80,NÃO,INTERNACIONAL
Caio do Céu,RODADA 19,PEDRO,ATACANTE,11.80,SIM,FLAMENGO
Caio do Céu,RODADA 19,SAVARINO,ATACANTE,-0.90,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 19,MARINHO,ATACANTE,14.30,NÃO,SANTOS
Caio do Céu,RODADA 19,RENATO GAÚCHO,TÉCNICO,5.10,NÃO,GRÊMIO
Caio do Céu,RODADA 18,FERNANDO PRASS,GOLEIRO,5.40,NÃO,CEARÁ
Caio do Céu,RODADA 18,GUILHERME ARANA,LATERAL,6.80,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 18,MADSON,LATERAL,4.60,NÃO,SANTOS
Caio do Céu,RODADA 18,LUAN PERES,ZAGUEIRO,-1.40,NÃO,SANTOS
Caio do Céu,RODADA 18,FELIPE MELO,ZAGUEIRO,10.30,NÃO,PALMEIRAS
Caio do Céu,RODADA 18,JAIR,MEIA,0.60,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 18,PATRICK DE PAULA,MEIA,0.30,NÃO,PALMEIRAS
Caio do Céu,RODADA 18,THIAGO GALHARDO,MEIA,8.00,NÃO,INTERNACIONAL
Caio do Céu,RODADA 18,MARINHO,ATACANTE,7.70,NÃO,SANTOS
Caio do Céu,RODADA 18,PEDRO,ATACANTE,12.20,NÃO,FLAMENGO
Caio do Céu,RODADA 18,KENO,ATACANTE,13.00,SIM,ATLÉTICO MINEIRO
Caio do Céu,RODADA 18,ANDREY LOPES,TÉCNICO,6.65,NÃO,PALMEIRAS
Caio do Céu,RODADA 17,MARCELO LOMBA,GOLEIRO,4.40,NÃO,INTERNACIONAL
Caio do Céu,RODADA 17,FILIPE LUÍS,LATERAL,7.50,NÃO,FLAMENGO
Caio do Céu,RODADA 17,VICTOR LUIS,LATERAL,6.40,NÃO,BOTAFOGO
Caio do Céu,RODADA 17,GUSTAVO HENRIQUE,ZAGUEIRO,0.50,NÃO,FLAMENGO
Caio do Céu,RODADA 17,VÍCTOR CUESTA,ZAGUEIRO,3.50,NÃO,INTERNACIONAL
Caio do Céu,RODADA 17,NATHAN,MEIA,1.00,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 17,NENÊ,MEIA,-0.20,NÃO,FLUMINENSE
Caio do Céu,RODADA 17,THIAGO GALHARDO,MEIA,33.00,SIM,INTERNACIONAL
Caio do Céu,RODADA 17,KENO,ATACANTE,7.40,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 17,LUCIANO,ATACANTE,2.70,NÃO,SÃO PAULO
Caio do Céu,RODADA 17,BRENNER,ATACANTE,-0.80,NÃO,SÃO PAULO
Caio do Céu,RODADA 17,BRUNO LAZARONI,TÉCNICO,4.49,NÃO,BOTAFOGO
Caio do Céu,RODADA 16,VANDERLEI,GOLEIRO,-2.60,NÃO,GRÊMIO
Caio do Céu,RODADA 16,FELIPE JONATAN,LATERAL,1.60,NÃO,SANTOS
Caio do Céu,RODADA 16,ABNER VINÍCIUS,LATERAL,-3.20,NÃO,ATHLÉTICO PARANAENSE
Caio do Céu,RODADA 16,LUAN PERES,ZAGUEIRO,1.60,NÃO,SANTOS
Caio do Céu,RODADA 16,PEDRO HENRIQUE,ZAGUEIRO,0.60,NÃO,ATHLÉTICO PARANAENSE
Caio do Céu,RODADA 16,EVERTON RIBEIRO,MEIA,0.30,NÃO,FLAMENGO
Caio do Céu,RODADA 16,THIAGO GALHARDO,MEIA,13.40,SIM,INTERNACIONAL
Caio do Céu,RODADA 16,RAPHAEL VEIGA,MEIA,-0.40,NÃO,PALMEIRAS
Caio do Céu,RODADA 16,LUIZ ADRIANO,ATACANTE,0.70,NÃO,PALMEIRAS
Caio do Céu,RODADA 16,EDUARDO SASHA,ATACANTE,-0.50,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 16,MARINHO,ATACANTE,0.00,NÃO,SANTOS
Caio do Céu,RODADA 16,DOMÈNEC TORRENT,TÉCNICO,2.85,NÃO,FLAMENGO
Caio do Céu,RODADA 15,JAILSON,GOLEIRO,-4.60,NÃO,PALMEIRAS
Caio do Céu,RODADA 15,GUILHERME ARANA,LATERAL,7.80,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 15,GUGA,LATERAL,7.30,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 15,GIL,ZAGUEIRO,0.60,NÃO,CORINTHIANS
Caio do Céu,RODADA 15,FELIPE MELO,ZAGUEIRO,3.50,NÃO,PALMEIRAS
Caio do Céu,RODADA 15,RAPHAEL VEIGA,MEIA,1.80,NÃO,PALMEIRAS
Caio do Céu,RODADA 15,NENÊ,MEIA,10.60,NÃO,FLUMINENSE
Caio do Céu,RODADA 15,THIAGO GALHARDO,MEIA,19.80,SIM,INTERNACIONAL
Caio do Céu,RODADA 15,PEDRO,ATACANTE,0.40,NÃO,FLAMENGO
Caio do Céu,RODADA 15,WILLIAN,ATACANTE,0.00,NÃO,PALMEIRAS
Caio do Céu,RODADA 15,KENO,ATACANTE,21.10,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 15,JAIR VENTURA,TÉCNICO,2.41,NÃO,SPORT
Caio do Céu,RODADA 14,JOÃO PAULO,GOLEIRO,0.80,NÃO,SANTOS
Caio do Céu,RODADA 14,REINALDO,LATERAL,3.50,NÃO,SÃO PAULO
Caio do Céu,RODADA 14,FILIPE LUÍS,LATERAL,5.40,NÃO,FLAMENGO
Caio do Céu,RODADA 14,DAVID BRAZ,ZAGUEIRO,10.40,NÃO,GRÊMIO
Caio do Céu,RODADA 14,LUAN,ZAGUEIRO,0.80,NÃO,PALMEIRAS
Caio do Céu,RODADA 14,FELLIPE BASTOS,MEIA,4.10,NÃO,VASCO
Caio do Céu,RODADA 14,THIAGO GALHARDO,MEIA,38.40,SIM,INTERNACIONAL
Caio do Céu,RODADA 14,GERSON,MEIA,2.70,NÃO,FLAMENGO
Caio do Céu,RODADA 14,CANO,ATACANTE,0.30,NÃO,VASCO
Caio do Céu,RODADA 14,PEDRO,ATACANTE,18.10,NÃO,FLAMENGO
Caio do Céu,RODADA 14,KENO,ATACANTE,-1.80,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 14,DOMÈNEC TORRENT,TÉCNICO,8.63,NÃO,FLAMENGO
Caio do Céu,RODADA 13,JOÃO PAULO,GOLEIRO,-6.80,NÃO,SANTOS
Caio do Céu,RODADA 13,VIÑA,LATERAL,8.80,NÃO,PALMEIRAS
Caio do Céu,RODADA 13,FILIPE LUÍS,LATERAL,2.10,NÃO,FLAMENGO
Caio do Céu,RODADA 13,DAVID BRAZ,ZAGUEIRO,1.10,NÃO,GRÊMIO
Caio do Céu,RODADA 13,DANILO AVELAR,ZAGUEIRO,6.60,NÃO,CORINTHIANS
Caio do Céu,RODADA 13,VITOR BUENO,MEIA,2.30,NÃO,SÃO PAULO
Caio do Céu,RODADA 13,PATRICK DE PAULA,MEIA,6.40,NÃO,PALMEIRAS
Caio do Céu,RODADA 13,ALISSON,MEIA,2.20,NÃO,GRÊMIO
Caio do Céu,RODADA 13,MARINHO,ATACANTE,9.20,NÃO,SANTOS
Caio do Céu,RODADA 13,PEPÊ,ATACANTE,12.80,NÃO,GRÊMIO
Caio do Céu,RODADA 13,BRUNO HENRIQUE,ATACANTE,13.80,SIM,FLAMENGO
Caio do Céu,RODADA 13,ROGÉRIO CENI,TÉCNICO,3.90,NÃO,FORTALEZA
Caio do Céu,RODADA 12,FERNANDO PRASS,GOLEIRO,11.70,NÃO,CEARÁ
Caio do Céu,RODADA 12,MOISÉS,LATERAL,4.50,NÃO,INTERNACIONAL
Caio do Céu,RODADA 12,JONATHAN,LATERAL,3.30,NÃO,ATHLÉTICO PARANAENSE
Caio do Céu,RODADA 12,VÍCTOR CUESTA,ZAGUEIRO,-0.60,NÃO,INTERNACIONAL
Caio do Céu,RODADA 12,MIRANDA,ZAGUEIRO,0.70,NÃO,VASCO
Caio do Céu,RODADA 12,BOSCHILIA,MEIA,4.90,NÃO,INTERNACIONAL
Caio do Céu,RODADA 12,THIAGO GALHARDO,MEIA,19.80,SIM,INTERNACIONAL
Caio do Céu,RODADA 12,NENÊ,MEIA,5.20,NÃO,FLUMINENSE
Caio do Céu,RODADA 12,EDUARDO SASHA,ATACANTE,5.40,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 12,CANO,ATACANTE,2.80,NÃO,VASCO
Caio do Céu,RODADA 12,FRED,ATACANTE,0.40,NÃO,FLUMINENSE
Caio do Céu,RODADA 12,EDUARDO BARROS,TÉCNICO,4.98,NÃO,ATHLÉTICO PARANAENSE
Caio do Céu,RODADA 11,VANDERLEI,GOLEIRO,-2.40,NÃO,GRÊMIO
Caio do Céu,RODADA 11,GUGA,LATERAL,0.30,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 11,CALEGARI,LATERAL,4.30,NÃO,FLUMINENSE
Caio do Céu,RODADA 11,SABINO,ZAGUEIRO,6.10,NÃO,CORITIBA
Caio do Céu,RODADA 11,LUCAS VERÍSSIMO,ZAGUEIRO,5.40,NÃO,SANTOS
Caio do Céu,RODADA 11,JAIR,MEIA,0.00,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 11,EDENÍLSON,MEIA,0.00,NÃO,INTERNACIONAL
Caio do Céu,RODADA 11,ALISSON,MEIA,5.40,NÃO,GRÊMIO
Caio do Céu,RODADA 11,DIEGO SOUZA,ATACANTE,0.40,NÃO,GRÊMIO
Caio do Céu,RODADA 11,CLAUDINHO,ATACANTE,-0.90,NÃO,BRAGANTINO
Caio do Céu,RODADA 11,EDUARDO SASHA,ATACANTE,1.80,SIM,ATLÉTICO MINEIRO
Caio do Céu,RODADA 11,ROGÉRIO CENI,TÉCNICO,4.57,NÃO,FORTALEZA
Caio do Céu,RODADA 10,JOÃO PAULO,GOLEIRO,-1.20,NÃO,SANTOS
Caio do Céu,RODADA 10,ERNANDO,ZAGUEIRO,-0.30,NÃO,BAHIA
Caio do Céu,RODADA 10,PAULO MIRANDA,ZAGUEIRO,0.00,NÃO,GRÊMIO
Caio do Céu,RODADA 10,LUAN PERES,ZAGUEIRO,-1.90,NÃO,SANTOS
Caio do Céu,RODADA 10,WILLIAN ARÃO,MEIA,3.10,NÃO,FLAMENGO
Caio do Céu,RODADA 10,NENÊ,MEIA,16.50,NÃO,FLUMINENSE
Caio do Céu,RODADA 10,BRUNO NAZÁRIO,MEIA,8.30,NÃO,BOTAFOGO
Caio do Céu,RODADA 10,GABRIEL MENINO,MEIA,2.00,NÃO,PALMEIRAS
Caio do Céu,RODADA 10,EDUARDO SASHA,ATACANTE,-1.60,NÃO,ATLÉTICO MINEIRO
Caio do Céu,RODADA 10,GABRIEL,ATACANTE,2.50,NÃO,FLAMENGO
Caio do Céu,RODADA 10,MARINHO,ATACANTE,20.20,SIM,SANTOS
Caio do Céu,RODADA 10,MANO MENEZES,TÉCNICO,0.77,NÃO,BAHIA
Caio do Céu,RODADA 9,MARCELO LOMBA,GOLEIRO,3.40,NÃO,INTERNACIONAL
Caio do Céu,RODADA 9,FILIPE LUÍS,LATERAL,8.80,NÃO,FLAMENGO
Caio do Céu,RODADA 9,JEFFERSON,LATERAL,0.60,NÃO,GOIÁS
Caio do Céu,RODADA 9,DANILO AVELAR,ZAGUEIRO,-5.00,NÃO,CORINTHIANS
Caio do Céu,RODADA 9,RAFAEL VAZ,ZAGUEIRO,-4.00,NÃO,GOIÁS
Caio do Céu,RODADA 9,EVERTON RIBEIRO,MEIA,5.60,NÃO,FLAMENGO
Caio do Céu,RODADA 9,HERNANES,MEIA,2.40,NÃO,SÃO PAULO
Caio do Céu,RODADA 9,THIAGO GALHARDO,MEIA,21.10,NÃO,INTERNACIONAL
Caio do Céu,RODADA 9,MARINHO,ATACANTE,36.00,SIM,SANTOS
Caio do Céu,RODADA 9,LUCIANO,ATACANTE,10.20,NÃO,SÃO PAULO
Caio do Céu,RODADA 9,WELLINGTON PAULISTA,ATACANTE,10.30,NÃO,FORTALEZA
Caio do Céu,RODADA 9,THIAGO LARGHI,TÉCNICO,1.33,NÃO,GOIÁS
Caio do Céu,RODADA 8,VANDERLEI,GOLEIRO,-2.80,NÃO,GRÊMIO
Caio do Céu,RODADA 8,FILIPE LUÍS,LATERAL,0.10,NÃO,FLAMENGO
Caio do Céu,RODADA 8,ISLA,LATERAL,-0.70,NÃO,FLAMENGO
Caio do Céu,RODADA 8,GIL,ZAGUEIRO,0.50,NÃO,CORINTHIANS
Caio do Céu,RODADA 8,VÍCTOR CUESTA,ZAGUEIRO,-1.40,NÃO,INTERNACIONAL
Caio do Céu,RODADA 8,EVERTON RIBEIRO,MEIA,6.90,NÃO,FLAMENGO
Caio do Céu,RODADA 8,BOSCHILIA,MEIA,0.90,NÃO,INTERNACIONAL
Caio do Céu,RODADA 8,THIAGO GALHARDO,MEIA,30.00,SIM,INTERNACIONAL
Caio do Céu,RODADA 8,JÔ,ATACANTE,10.10,NÃO,CORINTHIANS
Caio do Céu,RODADA 8,LUCIANO,ATACANTE,10.50,NÃO,SÃO PAULO
Caio do Céu,RODADA 8,GABRIEL,ATACANTE,9.90,NÃO,FLAMENGO
Caio do Céu,RODADA 8,JAIR VENTURA,TÉCNICO,2.76,NÃO,SPORT
Caio do Céu,RODADA 7,JOÃO PAULO,GOLEIRO,-4.10,NÃO,SANTOS
